일시,위도(null),경도(null),강도(null),낙뢰 강도 극성 구분(null)
2019-02-01 06:30:50.766,34.2938,131.0570,-21.6,대지방전
2019-02-01 14:24:18.571,34.6974,132.1570,-14.7,대지방전
2019-02-01 18:32:07.220,35.5575,134.0460,-39.2,대지방전
2019-02-02 03:00:08.814,35.3191,130.1950,12.8,대지방전
2019-02-02 23:57:21.123,33.5798,125.5250,-16.0,대지방전
2019-02-07 09:19:28.980,37.0258,135.2680,67.7,대지방전
2019-02-07 17:16:40.148,30.5362,130.5560,-33.0,대지방전
2019-02-07 17:37:30.734,30.4635,130.4040,-51.1,대지방전
2019-02-07 18:41:22.083,29.9698,130.3470,-38.6,구름방전
2019-02-07 18:41:22.524,30.0041,130.4830,-57.8,대지방전
2019-02-07 19:04:33.072,30.0350,130.8330,-67.0,대지방전
2019-02-07 19:14:28.732,32.1113,133.9170,-58.2,대지방전
2019-02-07 19:18:50.307,32.1135,134.0780,-98.2,대지방전
2019-02-07 19:18:50.622,31.7915,133.3450,-36.7,대지방전
2019-02-07 19:30:16.182,32.1547,134.2380,70.5,대지방전
2019-02-07 19:32:18.900,31.7446,133.1910,-41.4,대지방전
2019-02-07 19:34:00.794,31.7305,133.2140,-61.0,대지방전
2019-02-07 19:35:28.144,32.1202,134.9800,63.1,대지방전
2019-02-07 19:40:31.263,30.0674,131.3070,-52.5,대지방전
2019-02-07 19:51:07.786,32.1479,134.2420,50.1,대지방전
2019-02-07 19:51:30.224,29.9697,130.9620,-96.5,대지방전
2019-02-07 19:52:19.187,32.1158,134.6340,84.1,대지방전
2019-02-07 19:54:47.359,31.8712,133.9190,33.0,대지방전
2019-02-07 19:59:56.373,32.0630,134.2920,72.3,대지방전
2019-02-07 20:02:33.331,32.0952,134.3070,143.9,대지방전
2019-02-07 20:09:24.481,31.8802,134.1640,64.4,대지방전
2019-02-07 20:13:28.707,32.0936,134.7280,74.6,대지방전
2019-02-07 20:14:42.931,32.1181,135.0900,100.1,대지방전
2019-02-07 20:16:44.696,32.4032,134.4950,35.9,대지방전
2019-02-07 20:22:11.052,31.8545,134.0000,72.1,대지방전
2019-02-07 20:25:17.813,32.0646,134.7890,185.0,대지방전
2019-02-07 20:30:16.462,31.9284,134.4790,66.3,대지방전
2019-02-07 20:32:37.086,32.1398,134.6540,58.9,대지방전
2019-02-07 20:39:47.344,31.8945,134.5740,118.0,대지방전
2019-02-07 20:46:48.394,33.9755,130.4340,20.0,대지방전
2019-02-07 20:47:18.200,32.1530,135.3460,130.2,대지방전
2019-02-07 20:49:35.087,32.2605,134.5100,37.8,대지방전
2019-02-07 20:50:46.828,32.0939,135.1280,139.4,대지방전
2019-02-07 20:58:13.970,31.9254,134.7710,127.7,대지방전
2019-02-07 20:59:44.920,31.8522,135.0720,68.2,대지방전
2019-02-07 21:14:40.506,30.0150,132.6350,91.6,대지방전
2019-02-07 21:21:03.764,31.8175,135.0380,69.7,대지방전
2019-02-07 21:30:12.963,32.0096,135.2920,91.0,대지방전
2019-02-08 02:43:22.502,36.0523,129.4110,8.3,구름방전
2019-02-15 13:28:08.527,38.0491,131.6530,-26.5,대지방전
2019-02-15 13:28:08.541,38.0405,131.6060,-33.4,대지방전
2019-02-15 17:24:03.628,30.0329,128.7030,31.7,대지방전
2019-02-17 17:51:04.118,36.3483,128.1340,11.4,대지방전
2019-02-19 07:03:35.773,31.3421,127.9640,54.4,대지방전
2019-02-19 07:28:33.194,31.6278,128.5450,55.4,대지방전
2019-02-19 07:37:28.608,32.2223,128.4840,35.6,대지방전
2019-02-19 07:45:49.978,31.6195,128.3260,-28.2,대지방전
2019-02-19 07:59:57.196,31.7481,128.6580,103.0,대지방전
2019-02-19 08:01:58.632,31.8168,128.6750,49.4,대지방전
2019-02-19 08:01:58.882,31.8378,128.7300,-33.1,대지방전
2019-02-19 08:09:59.674,33.9923,130.4790,22.1,대지방전
2019-02-19 08:13:06.349,31.8630,128.8170,20.8,대지방전
2019-02-19 08:17:09.523,32.3970,128.3750,16.2,대지방전
2019-02-19 08:19:49.344,31.9720,128.9200,126.1,대지방전
2019-02-19 08:28:53.296,31.9756,128.9160,20.7,대지방전
2019-02-19 08:37:06.023,31.8759,129.0370,-19.3,대지방전
2019-02-19 08:42:54.387,32.2112,129.2980,24.2,대지방전
2019-02-19 08:42:54.413,32.1502,129.3150,18.6,대지방전
2019-02-19 08:46:00.856,31.8405,128.8700,39.5,대지방전
2019-02-19 08:53:32.041,32.2486,129.2030,-30.2,대지방전
2019-02-19 08:53:32.132,32.5025,128.7940,-14.1,대지방전
2019-02-19 08:53:51.306,31.8578,128.9140,37.0,대지방전
2019-02-19 08:59:20.996,32.3135,129.4300,29.1,대지방전
2019-02-20 04:58:55.968,34.2407,123.9050,-10.5,대지방전
2019-02-20 11:52:06.978,34.4286,126.6000,12.0,대지방전
2019-02-21 00:12:27.081,34.5988,126.4710,11.9,대지방전
2019-02-21 04:14:53.299,34.7546,125.2980,7.4,대지방전
2019-02-27 17:54:52.324,28.1583,121.5290,47.0,대지방전
2019-02-27 17:55:25.086,28.0787,121.9050,73.6,대지방전
2019-02-27 20:07:09.933,35.6202,127.7400,5.4,구름방전
2019-02-27 21:36:48.002,37.9785,129.5170,9.2,대지방전
2019-02-27 21:36:48.010,37.9629,129.4740,-60.0,대지방전
2019-02-27 21:36:48.109,38.1363,129.5170,28.7,대지방전
2019-02-27 21:42:15.930,38.0700,129.4660,-17.3,대지방전
2019-02-27 21:42:15.931,38.0957,129.4410,-15.6,대지방전
2019-02-27 21:42:15.963,38.0107,129.5130,-15.8,대지방전
2019-02-27 22:06:04.231,30.8886,130.2860,64.0,대지방전
2019-02-27 22:18:06.185,38.0382,129.5690,-20.0,대지방전
2019-02-27 22:28:49.762,38.0822,129.5850,29.2,대지방전
2019-02-27 22:28:49.776,38.0903,129.5920,7.5,대지방전
2019-02-27 22:31:22.979,38.1090,129.6230,-38.6,구름방전
2019-02-27 22:33:57.582,38.0875,129.5840,11.2,대지방전
2019-02-27 22:33:57.620,38.0918,129.5730,22.9,대지방전
2019-02-27 22:37:58.480,38.1243,129.6200,11.0,구름방전
2019-02-27 22:37:58.859,38.0262,129.4120,25.8,대지방전
2019-02-27 22:37:58.906,38.0461,129.4800,16.5,대지방전
2019-02-27 22:37:58.990,38.3189,129.8110,28.2,대지방전
2019-02-27 22:40:44.668,38.0836,129.6040,144.5,대지방전
2019-02-27 22:42:30.202,38.2964,129.7240,152.9,대지방전
2019-02-27 22:43:41.305,38.2721,129.7150,13.5,대지방전
2019-02-27 22:45:14.984,38.1111,129.6440,88.8,대지방전
2019-02-27 23:00:57.378,38.1201,129.7010,15.0,대지방전
2019-02-27 23:02:39.154,38.1605,129.7140,17.1,구름방전
2019-02-27 23:17:49.111,39.2628,131.6080,-22.2,대지방전
2019-02-27 23:27:27.858,38.1176,129.6780,-55.6,대지방전
2019-02-27 23:27:27.864,38.1982,129.8700,-11.4,대지방전
2019-02-27 23:27:27.869,38.1993,129.7940,114.7,대지방전
2019-02-27 23:27:27.919,38.3082,129.7410,23.9,대지방전
2019-02-27 23:39:21.521,38.1507,129.7620,39.3,대지방전
2019-02-27 23:40:19.248,38.1733,129.8450,38.3,대지방전
2019-02-27 23:41:44.186,38.2378,129.8590,128.1,대지방전
2019-02-27 23:45:24.898,38.2484,129.8590,58.3,대지방전
2019-02-27 23:56:33.141,31.2013,131.1040,81.4,대지방전
2019-02-28 00:11:51.711,30.1360,130.1800,139.2,대지방전
2019-02-28 00:14:17.570,38.1723,129.9370,-22.2,대지방전
2019-02-28 00:14:17.587,38.1676,129.9150,70.7,대지방전
2019-02-28 00:14:17.826,38.4770,130.1920,122.8,대지방전
2019-02-28 00:23:47.588,38.1935,129.9920,16.9,대지방전
2019-02-28 00:23:47.594,38.2129,129.9730,136.5,대지방전
2019-02-28 00:30:29.501,38.1330,129.9160,-9.8,구름방전
2019-02-28 00:30:29.510,38.1658,129.9730,13.1,대지방전
2019-02-28 00:30:29.580,38.1780,130.0440,11.0,대지방전
2019-02-28 00:30:29.649,38.2886,130.0260,27.9,대지방전
2019-02-28 00:30:30.015,38.4277,130.0960,-35.0,대지방전
2019-02-28 00:40:18.705,38.6938,130.4320,11.8,대지방전
2019-02-28 00:42:19.955,39.2123,130.5340,157.4,대지방전
2019-02-28 00:42:20.086,39.2076,130.6040,-24.6,대지방전
2019-02-28 00:45:31.023,39.1853,130.5220,17.4,대지방전
2019-02-28 00:45:44.201,39.2296,130.7080,-30.9,대지방전
2019-02-28 00:46:45.198,39.2083,130.5650,52.6,대지방전
2019-02-28 01:02:32.351,39.2639,130.8450,57.8,대지방전
2019-02-28 01:06:16.200,39.1945,130.6300,51.2,대지방전
2019-02-28 01:09:08.143,39.1866,130.6400,42.1,대지방전
2019-02-28 01:10:55.953,39.1867,130.6500,75.9,대지방전
2019-02-28 01:13:22.620,39.2653,130.7610,52.3,구름방전
2019-02-28 01:15:49.559,39.2759,130.8520,33.2,대지방전
2019-02-28 01:15:49.586,39.2557,130.8420,36.5,대지방전
2019-02-28 01:35:53.730,39.2819,130.7440,22.1,대지방전
2019-02-28 01:35:53.754,39.1901,130.6140,39.5,대지방전
2019-02-28 01:39:12.061,39.2031,130.7020,28.9,대지방전
2019-02-28 01:39:12.125,39.1986,130.7690,48.8,대지방전
2019-02-28 01:41:25.781,39.2339,130.8710,27.5,대지방전
2019-02-28 01:57:58.136,39.3386,131.4070,31.2,대지방전
